sample_id,run_id,group,severity,bad_name,ground_truth,equiv_step_entropy,equiv_step_gt_prob,equiv_step_confidence,probe_entropy,probe_gt_prob,probe_confidence
387,3,smell,severe,a1,unstubbedIterator,0,0,0,0.16119444370269775,1.660008219772635e-08,0.974152684211731
387,3,smell,moderate,bar,unstubbedIterator,0,0,0,0.19416239857673645,2.8141052155206125e-08,0.9736908674240112
387,3,smell,mild,temp1,unstubbedIterator,0,0,0,0.19580362737178802,2.7591687046246705e-08,0.9688341617584229
387,3,control,none,,unstubbedIterator,0,0,0,0.11343333125114441,1.2999778871147782e-06,0.9784330725669861
396,3,smell,severe,a,secretSettings,1,0,1,0.6727270483970642,2.1301955257513328e-06,0.8187947869300842
396,3,smell,moderate,val,secretSettings,0,0,0,0.4913260340690613,9.362646960653365e-05,0.9151224493980408
396,3,smell,mild,value1,secretSettings,0,0,0,0.30946385860443115,7.044783973952917e-06,0.9473562240600586
396,3,control,none,,secretSettings,0,0,0,0.04807301610708237,2.2924042131222677e-07,0.9930456280708313
397,3,smell,severe,x,positionCount,0,0,0,0.4670039713382721,1.3692263678422023e-07,0.8763631582260132
397,3,smell,moderate,val,positionCount,0,0,1,0.7720789313316345,2.3077791411196813e-07,0.6109455227851868
397,3,smell,mild,value1,positionCount,0,0,0,0.12094022333621979,1.087122158627274e-06,0.978533148765564
397,3,control,none,,positionCount,0,0,0,0.08414414525032043,9.382197596607966e-07,0.9863804578781128
398,3,smell,severe,xx,elements,0,0,1,0.7235256433486938,2.800664162805333e-07,0.7060955762863159
398,3,smell,moderate,data,elements,0,0,1,0.7476134896278381,6.179355750646209e-06,0.5730417966842651
398,3,smell,mild,temp1,elements,0,0,0,0.34304389357566833,9.29108434633008e-09,0.8653690814971924
398,3,control,none,,elements,0,0,1,0.7043291330337524,4.476700269151479e-06,0.6738488674163818
399,3,smell,severe,x,classVisitor,0,0,0,0.21620579063892365,4.312309798137903e-08,0.9596003890037537
399,3,smell,moderate,bar,classVisitor,0,0,0,0.2415175884962082,1.0168388087095082e-07,0.9580997824668884
399,3,smell,mild,value1,classVisitor,0,0,0,0.2792109549045563,3.846088276304727e-06,0.9475811123847961
399,3,control,none,,classVisitor,0,0,0,0.11924652010202408,7.957400519204016e-07,0.9810457229614258
406,3,smell,severe,a1,context,0,0,0,0.13731347024440765,7.728984741106615e-08,0.9742532968521118
406,3,smell,moderate,bar,context,0,0,0,0.14928413927555084,5.931375994805421e-07,0.9826258420944214
406,3,smell,mild,result1,context,0,0,0,0.16179342567920685,2.6979890321854327e-07,0.9633246660232544
406,3,control,none,,context,0,0,0,0.1896347552537918,1.0806258643469846e-07,0.9602560997009277
422,3,smell,severe,a1,resolverChain,0,0,1,0.9401975274085999,4.927088673944979e-06,0.7805660963058472
422,3,smell,moderate,data,resolverChain,1,0,0,1.1258282661437988,3.754430053959368e-06,0.8099070191383362
422,3,smell,mild,temp1,resolverChain,0,0,0,0.6264954805374146,6.819947385716674e-07,0.8506245017051697
422,3,control,none,,resolverChain,0,0,1,0.5681479573249817,1.132208928833478e-07,0.7707459926605225
423,3,smell,severe,a,section,0,0,0,0.2763992249965668,1.330230929852405e-06,0.9478152990341187
423,3,smell,moderate,val,section,1,0,1,0.7032389640808105,3.571469051166787e-06,0.9109066724777222
423,3,smell,mild,myVar,section,1,0,1,0.4872966706752777,1.0093143210099242e-08,0.9254482388496399
423,3,control,none,,section,0,0,0,0.20689603686332703,1.9089375200564973e-05,0.9776254296302795
425,3,smell,severe,xx,expected,0,0,0,0.6067843437194824,1.342122232017573e-06,0.8115912675857544
425,3,smell,moderate,tmp,expected,0,0,0,0.859649658203125,6.427588914448279e-07,0.7079464793205261
425,3,smell,mild,temp1,expected,0,0,0,0.48513084650039673,8.975518994702725e-08,0.7370238304138184
425,3,control,none,,expected,0,0,0,0.7101526856422424,4.5343447709456086e-05,0.7307054400444031
432,3,smell,severe,xx,oninvokeInstance,1,0,1,1.8648865222930908,3.069177409997792e-07,0.668354868888855
432,3,smell,moderate,val,oninvokeInstance,1,0,3,2.4172325134277344,6.700116728097782e-07,0.5284296274185181
432,3,smell,mild,temp1,oninvokeInstance,0,0,0,0.5891780853271484,7.07394267607242e-08,0.8392221331596375
432,3,control,none,,oninvokeInstance,0,1,0,0.47193145751953125,3.408663308971752e-05,0.8856028318405151
433,3,smell,severe,x,target,0,0,0,0.2440776824951172,6.438116173512753e-08,0.958083987236023
433,3,smell,moderate,tmp,target,0,0,0,0.30503061413764954,2.2485690465146035e-07,0.9438372254371643
433,3,smell,mild,item,target,0,0,0,0.206648588180542,4.025150985853543e-07,0.9626809358596802
433,3,control,none,,target,0,0,0,0.2435157299041748,9.312358088209294e-06,0.9484575390815735
436,3,smell,severe,x,processor,1,0,1,0.37756749987602234,1.3974705325381365e-05,0.9481319785118103
436,3,smell,moderate,tmp,processor,1,0,1,0.45099586248397827,1.3397902876022272e-05,0.9378527402877808
436,3,smell,mild,value1,processor,0,0,0,0.09505990147590637,5.888774126106e-07,0.9857504367828369
436,3,control,none,,processor,0,0,1,0.1400042474269867,4.080803535089217e-07,0.9759911894798279
440,3,smell,severe,xx,entry,0,0,0,0.08857802301645279,1.3193334424954628e-08,0.9893158674240112
440,3,smell,moderate,tmp,entry,0,0,0,0.25979989767074585,2.5313328322340567e-08,0.9563138484954834
440,3,smell,mild,result1,entry,0,0,0,0.1446194052696228,3.306425355731335e-09,0.9782657027244568
440,3,control,none,,entry,0,0,0,0.10712844133377075,1.1540283821886987e-06,0.9841254949569702
443,3,smell,severe,x,newIndex,1,0,0,1.4900649785995483,2.6094646727869986e-06,0.7137657999992371
443,3,smell,moderate,val,newIndex,0,0,0,0.9822280406951904,8.44106011754775e-07,0.8750928640365601
443,3,smell,mild,item,newIndex,0,0,0,0.004847346805036068,2.8827371600925744e-09,0.9995369911193848
443,3,control,none,,newIndex,0,0,0,0.6472081542015076,1.4253236031436245e-06,0.7145432829856873
446,3,smell,severe,xx,sampleToCompute,0,0,0,0.16512906551361084,1.2496268020356638e-08,0.9743732213973999
446,3,smell,moderate,bar,sampleToCompute,0,0,0,0.5393012166023254,1.6979505801373307e-08,0.8750745058059692
446,3,smell,mild,item,sampleToCompute,0,0,0,0.2792326509952545,1.740931843130511e-08,0.9476593136787415
446,3,control,none,,sampleToCompute,0,0,0,0.16373774409294128,3.8601374474644956e-07,0.9644920825958252
459,3,smell,severe,a,title,0,0,0,0.0003832236980088055,2.437354137962977e-11,0.9999771118164062
459,3,smell,moderate,tmp,title,0,0,0,0.6246397495269775,3.082856636638098e-08,0.7403120994567871
459,3,smell,mild,item,title,0,0,0,0.6939505934715271,3.525934744175174e-08,0.6479299664497375
459,3,control,none,,title,0,0,0,0.6618490219116211,1.562499107876647e-07,0.6766783595085144
11,4,smell,severe,x,context,1,0,0,0.5055551528930664,7.945069228298962e-06,0.9169439077377319
11,4,smell,moderate,data,context,0,0,0,0.41264578700065613,3.519181700539775e-05,0.935011088848114
11,4,smell,mild,temp1,context,0,0,0,0.33568552136421204,2.7747004423872568e-05,0.9398994445800781
11,4,control,none,,context,0,0,0,0.20420309901237488,3.2110619940795004e-07,0.9557642340660095
14,4,smell,severe,a1,queryBuilder,0,0,0,0.19694264233112335,8.822573832389935e-06,0.9580222368240356
14,4,smell,moderate,tmp,queryBuilder,0,0,0,0.31298211216926575,4.744222223962424e-06,0.9313845634460449
14,4,smell,mild,temp1,queryBuilder,0,0,0,0.17026574909687042,1.724915904333102e-06,0.9673255681991577
14,4,control,none,,queryBuilder,0,0,0,0.07447748631238937,3.386194402987819e-06,0.9860469102859497
17,4,smell,severe,a,millis,0,0,0,0.0617377832531929,2.0421213609012057e-09,0.9907662868499756
17,4,smell,moderate,bar,millis,0,0,0,0.07124564051628113,3.0291869013154837e-10,0.9887569546699524
17,4,smell,mild,item,millis,0,0,0,0.15873806178569794,6.465911805975111e-09,0.971808135509491
17,4,control,none,,millis,0,0,0,0.15558774769306183,2.713709648105578e-07,0.9743067622184753
22,4,smell,severe,a,status,1,0,1,0.3118092715740204,1.7642555576458108e-06,0.9638262987136841
22,4,smell,moderate,data,status,1,0,1,0.21957498788833618,9.371055784868076e-05,0.9750176072120667
22,4,smell,mild,result1,status,1,0,1,0.34974634647369385,2.200604103563819e-05,0.9623067378997803
22,4,control,none,,status,1,0,1,0.37146496772766113,3.99083255615551e-05,0.9357326030731201
24,4,smell,severe,xx,request,0,0,0,0.07182256132364273,4.413665166680403e-08,0.9937319159507751
24,4,smell,moderate,data,request,0,0,0,0.21425208449363708,1.6385949493269436e-05,0.9810947179794312
24,4,smell,mild,result1,request,0,0,0,0.08097568154335022,6.553162279487879e-08,0.9897661209106445
24,4,control,none,,request,0,0,0,0.06075931340456009,4.32696424468304e-06,0.993129312992096
25,4,smell,severe,xx,requestUrl,1,0,1,1.4238024950027466,8.457845410703158e-07,0.6775640845298767
25,4,smell,moderate,tmp,requestUrl,0,0,0,0.5109840035438538,1.9484255631141423e-07,0.8808611631393433
25,4,smell,mild,item,requestUrl,1,0,2,1.1761548519134521,1.815943051042268e-06,0.6455480456352234
25,4,control,none,,requestUrl,0,0,0,0.31163835525512695,2.365779194768436e-07,0.8986220359802246
33,4,smell,severe,xx,clientId,0,0,0,0.3858409821987152,1.0181020115851425e-07,0.9352396726608276
33,4,smell,moderate,val,clientId,0,0,0,0.5657379627227783,5.789831547531321e-08,0.8616099953651428
33,4,smell,mild,result1,clientId,0,0,0,0.39690840244293213,5.539595449022272e-10,0.908313512802124
33,4,control,none,,clientId,0,0,0,0.8942039012908936,5.5128218434674636e-08,0.7411578893661499
43,4,smell,severe,a,serviceTimeEWMA,0,0,0,0.3972933888435364,6.267590038078197e-07,0.9491057991981506
43,4,smell,moderate,val,serviceTimeEWMA,0,0,0,0.7165289521217346,1.790129857681677e-07,0.8716476559638977
43,4,smell,mild,myVar,serviceTimeEWMA,0,0,0,0.23968267440795898,5.307775836627115e-07,0.9500719308853149
43,4,control,none,,serviceTimeEWMA,0,0,0,0.11127559840679169,4.859822465286268e-07,0.9845954179763794
45,4,smell,severe,x,context,0,0,0,0.7968600988388062,1.2475070434447844e-05,0.7586966156959534
45,4,smell,moderate,data,context,0,0,0,0.4403855800628662,3.535867108439561e-06,0.8638967275619507
45,4,smell,mild,value1,context,0,0,0,0.3377434015274048,1.9041208361159079e-06,0.9215573072433472
45,4,control,none,,context,0,0,0,0.31072184443473816,1.4728779262895841e-07,0.913700520992279
47,4,smell,severe,x,builder,0,0,0,0.3110797107219696,8.295868610730395e-05,0.9479838013648987
47,4,smell,moderate,val,builder,0,0,0,0.2296476513147354,1.588389386597555e-05,0.9510345458984375
47,4,smell,mild,result1,builder,0,0,0,0.20626306533813477,4.213186457491247e-06,0.9498965740203857
47,4,control,none,,builder,0,0,0,0.11059638857841492,0.00011372860899427906,0.9809874296188354
49,4,smell,severe,x,response,0,0,1,0.7146836519241333,9.705491947897826e-07,0.7836120128631592
49,4,smell,moderate,val,response,1,0,0,1.1702163219451904,2.6273324692738242e-05,0.8552756905555725
49,4,smell,mild,item,response,0,0,0,0.525178074836731,1.6331170627381653e-05,0.9330374002456665
49,4,control,none,,response,0,0,0,0.38970834016799927,1.5655422203053604e-06,0.8893376588821411
50,4,smell,severe,x,parsed,0,0,0,0.11486340314149857,9.460178063136482e-08,0.9828099012374878
50,4,smell,moderate,foo,parsed,0,0,0,0.16377151012420654,5.066274866294407e-08,0.972809374332428
50,4,smell,mild,item,parsed,0,0,0,0.055685993283987045,1.4960519365558866e-06,0.9935896396636963
50,4,control,none,,parsed,0,0,0,0.06876254826784134,2.9047165298834443e-05,0.9909515380859375
52,4,smell,severe,xx,forwardButton,1,0,0,1.8607027530670166,1.5279123317668564e-06,0.7223814129829407
52,4,smell,moderate,tmp,forwardButton,0,0,0,1.4638317823410034,6.076387535358663e-07,0.8025707006454468
52,4,smell,mild,item,forwardButton,1,0,1,2.110673189163208,1.65089329584589e-06,0.6496109962463379
52,4,control,none,,forwardButton,0,0,0,0.4512304365634918,6.252084645552713e-07,0.9123038053512573
53,4,smell,severe,a1,random,0,0,0,0.43714940547943115,0.004337923135608435,0.9238533973693848
53,4,smell,moderate,data,random,0,0,0,0.47372931241989136,0.0011884099803864956,0.8957096338272095
53,4,smell,mild,temp1,random,0,0,0,0.36504775285720825,0.0003726669237948954,0.9421415328979492
53,4,control,none,,random,0,0,0,0.30041825771331787,3.848603682854446e-06,0.9403056502342224
54,4,smell,severe,a,observer,0,0,1,0.00010465930972713977,3.917250638446612e-12,0.9999939203262329
54,4,smell,moderate,foo,observer,0,0,1,0.29031041264533997,1.487142782252704e-07,0.9225497245788574
54,4,smell,mild,temp1,observer,0,0,1,0.2248108685016632,1.4031690476201675e-08,0.9378317594528198
54,4,control,none,,observer,1,0,0,0.4901246428489685,4.968165399077407e-07,0.8166497349739075
63,4,smell,severe,x,responseDuration,2,0,2,0.713585376739502,7.381188282806761e-08,0.7564128041267395
63,4,smell,moderate,bar,responseDuration,2,0,2,0.4427602291107178,1.1029504776161048e-07,0.9082108736038208
63,4,smell,mild,item,responseDuration,2,0,2,0.3986693024635315,5.170903136786364e-07,0.9083349704742432
63,4,control,none,,responseDuration,2,0,1,0.7165851593017578,2.2743787267742732e-05,0.7165631055831909
64,4,smell,severe,x,tokenStream,0,0,0,0.16389961540699005,2.2768588792132505e-08,0.9652347564697266
64,4,smell,moderate,bar,tokenStream,0,0,0,0.1094951257109642,2.3829336726066686e-07,0.9847295880317688
64,4,smell,mild,result1,tokenStream,0,0,0,0.13737845420837402,1.709072706468362e-06,0.9707444906234741
64,4,control,none,,tokenStream,0,0,0,0.19387198984622955,2.508922776478517e-08,0.9396980404853821
65,4,smell,severe,x,transformState,0,0,0,0.509434163570404,8.222369274335506e-08,0.8770378232002258
65,4,smell,moderate,tmp,transformState,0,0,0,0.5319620966911316,8.474007984204945e-08,0.8872621655464172
65,4,smell,mild,temp1,transformState,0,0,0,0.6109215617179871,1.7399244654825452e-05,0.8087623119354248
65,4,control,none,,transformState,0,0,0,0.2771964967250824,3.4136582627297685e-07,0.9044498801231384
67,4,smell,severe,a,screenX,0,0,0,0.00010090062278322875,5.461482932567208e-10,0.9999943971633911
67,4,smell,moderate,tmp,screenX,0,0,0,0.3176549971103668,1.401665826961107e-06,0.9529797434806824
67,4,smell,mild,result1,screenX,0,0,0,0.1375037133693695,3.83613144094852e-06,0.970748782157898
67,4,control,none,,screenX,0,0,0,0.16023370623588562,9.282014534761629e-08,0.9543637633323669
81,4,smell,severe,a,array,0,0,0,0.00012672148295678198,7.590635758836228e-11,0.999993085861206
81,4,smell,moderate,data,array,0,0,0,0.01905156299471855,3.5681915733221103e-07,0.997715950012207
81,4,smell,mild,result1,array,0,0,0,0.005389501340687275,2.5100415967926892e-08,0.9994601011276245
81,4,control,none,,array,0,0,0,0.004849589429795742,7.897401843592888e-09,0.9995181560516357
84,4,smell,severe,a,resources,0,0,0,0.5549350380897522,3.9508105942331895e-07,0.857825517654419
84,4,smell,moderate,bar,resources,1,0,1,1.8659467697143555,5.772416784566303e-07,0.5577999949455261
84,4,smell,mild,value1,resources,0,0,0,0.39480969309806824,2.349324113026796e-08,0.9133652448654175
84,4,control,none,,resources,0,0,0,0.9873220920562744,1.8372645627096063e-06,0.7832196354866028
89,4,smell,severe,a,bytes,0,0,0,1.0849424600601196,2.4734279691074335e-07,0.7419837117195129
89,4,smell,moderate,tmp,bytes,0,0,0,1.414231777191162,1.2530939557109377e-06,0.7118451595306396
89,4,smell,mild,temp1,bytes,0,0,0,0.5663488507270813,7.366293885979758e-08,0.8669118881225586
89,4,control,none,,bytes,0,0,0,1.8118321895599365,1.3117793287165114e-06,0.5039696097373962
91,4,smell,severe,x,merged,1,0,1,1.4868338108062744,5.712132860935526e-06,0.7354350090026855
91,4,smell,moderate,tmp,merged,1,0,1,1.7100346088409424,4.0828999772202224e-05,0.7114195227622986
91,4,smell,mild,temp1,merged,0,0,0,0.4636126160621643,5.516572514352447e-07,0.9161041975021362
91,4,control,none,,merged,0,0,0,0.17524345219135284,4.981446181773208e-06,0.9779562950134277
94,4,smell,severe,x,model,0,0,0,0.24197918176651,2.412037019894342e-06,0.941727876663208
94,4,smell,moderate,data,model,0,0,0,0.14033913612365723,4.142461693845689e-05,0.9712851643562317
94,4,smell,mild,value1,model,0,0,0,0.07216395437717438,2.853276903636015e-08,0.9887735247612
94,4,control,none,,model,0,0,0,0.16170339286327362,2.3935804165375885e-06,0.9641867876052856
100,4,smell,severe,a1,additionalParams,0,0,0,0.10786189138889313,3.6070689368727926e-07,0.9840391278266907
100,4,smell,moderate,data,additionalParams,0,0,0,0.16033075749874115,5.583664375308217e-08,0.9714547395706177
100,4,smell,mild,value1,additionalParams,0,0,0,0.15052320063114166,1.3212317258037842e-06,0.9778634309768677
100,4,control,none,,additionalParams,0,0,0,0.05605475232005119,2.89841796383139e-07,0.990993857383728
102,4,smell,severe,xx,prevState,1,0,0,0.7807152271270752,3.3925601883311174e-07,0.9194213151931763
102,4,smell,moderate,foo,prevState,0,0,0,0.29664283990859985,1.35647454158061e-07,0.9723394513130188
102,4,smell,mild,temp1,prevState,0,0,0,0.4712001383304596,7.118204914391413e-10,0.9372879266738892
102,4,control,none,,prevState,0,0,0,0.12316269427537918,4.2654914267359345e-08,0.9869931936264038
104,4,smell,severe,xx,invocation,1,0,1,0.21946002542972565,2.762375515885651e-06,0.9819944500923157
104,4,smell,moderate,foo,invocation,1,0,1,0.03642292320728302,1.064962702912453e-06,0.9974325299263
104,4,smell,mild,temp1,invocation,1,0,1,0.10326243191957474,4.908824394078692e-06,0.9869253635406494
104,4,control,none,,invocation,1,0,1,0.07758308947086334,9.149483048531692e-06,0.9919692873954773
108,4,smell,severe,a1,scale,0,0,0,0.9914426803588867,1.7487703729557325e-08,0.8344014883041382
108,4,smell,moderate,val,scale,0,0,0,1.338280439376831,7.25361758213694e-07,0.6820249557495117
108,4,smell,mild,myVar,scale,0,0,0,0.7287998795509338,5.344411135865812e-09,0.8750662803649902
108,4,control,none,,scale,0,0,0,0.6570870876312256,1.6418397308370913e-07,0.8593533039093018
111,4,smell,severe,a1,additionalSettings,0,0,0,0.20047888159751892,4.0994065202693e-06,0.958082914352417
111,4,smell,moderate,data,additionalSettings,0,0,0,0.019939927384257317,1.661571574773646e-10,0.9975409507751465
111,4,smell,mild,result1,additionalSettings,2,0,2,0.4357210397720337,7.434911071017847e-06,0.8462377786636353
111,4,control,none,,additionalSettings,0,0,0,0.029899079352617264,9.013568414983908e-07,0.9959656000137329
123,4,smell,severe,a,factory,0,1,0,0.6743844747543335,8.33479225548217e-06,0.7260968089103699
123,4,smell,moderate,val,factory,0,0,0,0.6472955942153931,8.693514246260747e-05,0.7498753666877747
123,4,smell,mild,myVar,factory,0,1,0,0.3551836311817169,9.921557619918531e-08,0.873070478439331
123,4,control,none,,factory,0,1,0,0.36994612216949463,5.526966333491146e-07,0.8805517554283142
126,4,smell,severe,a1,percentDelta,0,0,0,0.32663387060165405,5.988153191083256e-07,0.9297731518745422
126,4,smell,moderate,val,percentDelta,0,0,0,0.13812187314033508,1.1322413229208905e-07,0.9789837002754211
126,4,smell,mild,myVar,percentDelta,0,0,0,0.13083860278129578,6.172122883896236e-07,0.9871655702590942
126,4,control,none,,percentDelta,0,0,0,0.7137876749038696,5.163503686844706e-07,0.8783997297286987
127,4,smell,severe,a,target,0,0,0,4.699621058534831e-05,1.4026288464030756e-10,0.9999973773956299
127,4,smell,moderate,data,target,0,0,0,0.1815257966518402,1.2342521813479834e-06,0.9734387993812561
127,4,smell,mild,value1,target,0,0,0,0.3319527804851532,5.216479692649045e-08,0.8914288282394409
127,4,control,none,,target,0,0,0,0.4675891697406769,6.239548838493647e-06,0.8418927192687988
144,4,smell,severe,xx,unusedIterator,1,0,0,0.7088780403137207,2.6345467176724924e-06,0.9166461229324341
144,4,smell,moderate,val,unusedIterator,0,0,0,0.4385868310928345,5.398995313043997e-07,0.9410218000411987
144,4,smell,mild,temp1,unusedIterator,0,0,0,0.15990175306797028,2.2947295761355235e-06,0.976363480091095
144,4,control,none,,unusedIterator,0,0,0,0.11217065155506134,1.267310998087634e-06,0.9794049859046936
145,4,smell,severe,xx,fieldName,1,1,1,3.566321611404419,3.870316504617222e-06,0.3242512047290802
145,4,smell,moderate,bar,fieldName,1,1,1,3.083519697189331,3.6478013498708606e-06,0.3863260746002197
145,4,smell,mild,result1,fieldName,1,1,1,1.3993663787841797,6.273358721387012e-09,0.7791365385055542
145,4,control,none,,fieldName,0,1,0,0.11604692786931992,3.6860598129351274e-07,0.9834754467010498
149,4,smell,severe,xx,button,0,0,0,0.22057612240314484,9.599829127182602e-07,0.9797940850257874
149,4,smell,moderate,val,button,0,0,0,0.23628081381320953,4.2791111809492577e-07,0.9803760051727295
149,4,smell,mild,result1,button,0,0,0,0.4124738872051239,2.1887098000661354e-07,0.9475301504135132
149,4,control,none,,button,0,0,0,0.07739022374153137,2.558037408562086e-07,0.9930439591407776
155,4,smell,severe,a,lowerCaseArch,0,0,0,0.05467661842703819,6.050738221574647e-08,0.993776798248291
155,4,smell,moderate,val,lowerCaseArch,2,0,2,0.6935482025146484,1.4054035091248807e-07,0.8855722546577454
155,4,smell,mild,value1,lowerCaseArch,0,0,0,0.273619145154953,2.2902113316902728e-07,0.954196572303772
155,4,control,none,,lowerCaseArch,0,0,0,0.0593281164765358,1.6402460122540616e-07,0.9904806613922119
156,4,smell,severe,xx,programClassCounter,0,0,0,0.05557422712445259,2.307911728394174e-08,0.9938066005706787
156,4,smell,moderate,tmp,programClassCounter,0,0,0,0.09221566468477249,7.935269330516803e-09,0.9868713617324829
156,4,smell,mild,value1,programClassCounter,0,0,0,0.06404367089271545,4.490131952361587e-08,0.9914871454238892
156,4,control,none,,programClassCounter,0,0,0,0.017861424013972282,1.6427373698372585e-07,0.9975963830947876
164,4,smell,severe,a1,answer,0,0,0,0.15059909224510193,4.218803042022046e-06,0.9623621702194214
164,4,smell,moderate,val,answer,0,0,0,0.17024050652980804,7.432366146531422e-06,0.9719836711883545
164,4,smell,mild,item,answer,0,0,0,0.1370282918214798,1.8055561668006703e-07,0.9769490361213684
164,4,control,none,,answer,0,0,0,0.38515719771385193,2.4871695813999395e-07,0.8791275024414062
165,4,smell,severe,a1,keygen,0,0,0,0.027172818779945374,2.3854572983594835e-08,0.9971809387207031
165,4,smell,moderate,tmp,keygen,0,0,0,0.04036485776305199,1.2044455388604547e-06,0.9955188035964966
165,4,smell,mild,value1,keygen,1,0,1,0.5017483830451965,2.3034857576931245e-07,0.905388355255127
165,4,control,none,,keygen,0,0,0,0.015899691730737686,7.07449360204393e-08,0.9979555606842041
173,4,smell,severe,a1,object,0,0,0,0.04636063426733017,8.789716732238162e-10,0.9926568269729614
173,4,smell,moderate,data,object,1,0,1,0.3402314782142639,5.73662184422119e-08,0.9230607151985168
173,4,smell,mild,item,object,1,0,1,0.33057937026023865,8.026091080637343e-08,0.9301976561546326
173,4,control,none,,object,1,0,1,0.16036777198314667,1.0481236131454352e-05,0.9719762802124023
176,4,smell,severe,xx,deletedProjects,0,0,0,0.3368947505950928,2.3154649170464836e-05,0.9678385257720947
176,4,smell,moderate,val,deletedProjects,0,0,0,0.5201001763343811,5.166436949366471e-06,0.9235066771507263
176,4,smell,mild,result1,deletedProjects,0,0,0,0.3902311325073242,2.8269444074524586e-06,0.9440299272537231
176,4,control,none,,deletedProjects,0,0,0,0.18148645758628845,6.5076160273846995e-06,0.9759175777435303
180,4,smell,severe,xx,projects,1,0,1,0.13517746329307556,1.0624175956763793e-06,0.9796220064163208
180,4,smell,moderate,data,projects,1,0,1,0.16874966025352478,4.875769477052927e-08,0.9763805866241455
180,4,smell,mild,result1,projects,1,0,1,0.20611964166164398,4.581952453008853e-07,0.9581694602966309
180,4,control,none,,projects,1,0,1,0.5441506505012512,6.775588190066628e-06,0.8588299751281738
183,4,smell,severe,x,player,0,0,0,0.019658513367176056,2.477620228091837e-06,0.9980399012565613
183,4,smell,moderate,tmp,player,0,0,0,0.02807111293077469,2.55212080446654e-06,0.9964206218719482
183,4,smell,mild,result1,player,0,0,0,0.03080795332789421,1.327950599261385e-06,0.9962220191955566
183,4,control,none,,player,0,0,0,0.021779954433441162,4.605071879382194e-08,0.9971067309379578
201,4,smell,severe,a,onDisabledOs,0,0,0,4.8949295887723565e-05,6.114761908621036e-12,0.9999972581863403
201,4,smell,moderate,val,onDisabledOs,0,0,1,0.735162615776062,1.5725927937637607e-07,0.7977844476699829
201,4,smell,mild,temp1,onDisabledOs,0,0,0,0.22909782826900482,6.144572939348336e-08,0.95619136095047
201,4,control,none,,onDisabledOs,0,0,0,0.08530660718679428,1.1244517450122633e-06,0.9863700866699219
206,4,smell,severe,a,currentState,0,0,1,0.30225569009780884,4.605224432907562e-07,0.9420902729034424
206,4,smell,moderate,bar,currentState,1,0,1,0.6291320323944092,1.443809992451861e-06,0.9060908555984497
206,4,smell,mild,result1,currentState,1,0,1,0.8040065169334412,6.84072742895836e-10,0.8427123427391052
206,4,control,none,,currentState,0,0,0,0.23711608350276947,7.540269848504977e-07,0.9652794003486633
222,4,smell,severe,a,cipher,0,0,0,0.0001763549807947129,9.217961394192287e-10,0.9999904632568359
222,4,smell,moderate,bar,cipher,0,0,0,0.8388429880142212,4.701994100742013e-07,0.7850687503814697
222,4,smell,mild,item,cipher,0,0,1,1.331572413444519,1.3562570302383392e-06,0.7128968238830566
222,4,control,none,,cipher,0,0,0,0.5263220071792603,4.890251830147463e-07,0.869161069393158
223,4,smell,severe,x,month,0,0,1,1.264285922050476,3.9367117210531433e-07,0.5159154534339905
223,4,smell,moderate,tmp,month,0,0,0,0.7735323309898376,2.3109943469989958e-07,0.8248719573020935
223,4,smell,mild,item,month,0,0,0,0.7931188941001892,7.249906985862253e-08,0.7805178761482239
223,4,control,none,,month,0,0,0,0.6028406023979187,2.2606927529977838e-07,0.8640071153640747
236,4,smell,severe,xx,project,1,0,1,1.4981765747070312,0.0002316810132469982,0.8330604434013367
236,4,smell,moderate,tmp,project,1,0,0,0.26296570897102356,9.055956616066396e-05,0.9721426367759705
236,4,smell,mild,myVar,project,1,0,1,1.194643497467041,1.0905844760600303e-07,0.8380637168884277
236,4,control,none,,project,0,0,0,0.16226398944854736,2.341053004784044e-06,0.9729625582695007
238,4,smell,severe,a,contentType,0,0,0,0.16941511631011963,1.657731871773649e-07,0.9774563908576965
238,4,smell,moderate,tmp,contentType,0,0,0,0.08367464691400528,8.34343865108167e-08,0.9899084568023682
238,4,smell,mild,value1,contentType,0,0,0,0.09385722875595093,7.14550640878997e-09,0.9881434440612793
238,4,control,none,,contentType,0,0,0,0.04204164445400238,2.5345496368345266e-08,0.9937299489974976
242,4,smell,severe,a,acceptHeaderValue,0,0,0,6.523993943119422e-05,3.2945288858110544e-11,0.999996542930603
242,4,smell,moderate,bar,acceptHeaderValue,0,0,0,0.022427337244153023,4.317428192734951e-09,0.9972105622291565
242,4,smell,mild,temp1,acceptHeaderValue,0,0,0,0.009821988642215729,1.23831775389327e-09,0.998916745185852
242,4,control,none,,acceptHeaderValue,0,0,0,0.26285824179649353,9.343566986785845e-08,0.9708947539329529
243,4,smell,severe,a,aggProfileShardResult,2,0,2,0.43981853127479553,4.3498266677488573e-07,0.9109455347061157
243,4,smell,moderate,val,aggProfileShardResult,3,2,5,1.814638376235962,9.320667595602572e-05,0.6876733899116516
243,4,smell,mild,item,aggProfileShardResult,2,2,2,0.505104124546051,3.704346454469487e-06,0.9265232682228088
243,4,control,none,,aggProfileShardResult,0,0,0,0.04344886168837547,2.2636082386284784e-07,0.9939560294151306
253,4,smell,severe,x,linkOff,0,2,0,0.008182688616216183,2.137246074562782e-10,0.9992923736572266
